Interval,OvrFd Off,In Abnd,In Ans,In,Out Ans,Out,Max Wait (Seconds Value),Avg Wait (Seconds Value),Avg In Ans (Seconds Value),Avg Abnd (Seconds Value),% Svc (Other Value),Avg Rng (Out) (Seconds Value),Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),Adv,Att Ret Abnd,Avg Answer (Other Value),Abnd After EM,Abnd Before EM,End On-Hold,Esc,Esc To,In Abnd Unique,Max Concr,Out Fail,OvrFd In,All Ans,All,UnMon,Unsuc Ret Abnd,Ans <= 15s,Abnd <= 60s,Avg Call (Seconds Value),Avg Held (Seconds Value),Avg Rng (In/Out) (Seconds Value),Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
06/01/2026 (08:00:00 - 08:59:59),0,5,100,105,27,30,51.929722804289646,10.053989818063247,0,0,100,0,20690.38596658984,206.9038596658984,0,0,0,0,0,0,0,0,0,0,3,0,127,135,0,0,61,3,0,0,0,811.080051,57.513457503057055,746.6481052,23745.982212378884,2363.7474097141603,878.6480218150994,482.26623233334305,253827.47035597046,24228.248444712226,23745.982212378884,9944.281199
06/01/2026 (09:00:00 - 09:59:59),0,16,152,168,25,31,51.06565868373931,15.206826210170231,0,0,100,0,37024.27999433601,243.5807894364211,0,0,0,0,0,0,0,0,0,0,6,0,177,199,0,0,82,14,0,0,0,886.3938581914598,173.82490591122988,707.7571135411443,44457.016869629086,6701.337386952056,851.6954568,816.022738,223546.52194088878,45273.039607676474,44457.016869629086,19180.438451434737
06/01/2026 (10:00:00 - 10:59:59),0,16,169,185,28,29,86.51954041852775,16.58418499049634,0,0,100,0,49342.84279242578,291.96948397885075,0,0,0,0,0,0,0,0,0,0,1,0,197,214,0,0,106,15,0,0,0,666.30209,75.48384191844508,584.2396529491498,53881.14367023314,3426.5183042913454,1295.9832365837633,920.2388463885997,220638.30145879355,54801.38251662174,53881.14367023314,12560.31602458473
06/01/2026 (11:00:00 - 11:59:59),0,21,183,204,30,32,119.9810232198166,25.472383695663165,0,0,100,0,28911.19395240016,157.98466640655826,0,0,0,0,0,0,0,0,0,0,2,0,213,236,0,0,87,16,0,0,0,597.9129059328491,88.93648812959746,500.51600235332734,34121.07509419577,3661.625114459467,1802.068490833869,647.8313093728586,237733.7223511717,34768.906403568624,34121.07509419577,15497.37124525968
06/01/2026 (12:00:00 - 12:59:59),0,29,244,273,49,51,121.23627314167531,37.57102006954935,0,0,100,0,105468.32182679418,432.24722060161554,0,0,0,0,0,0,0,0,0,0,2,0,293,324,0,0,68,22,0,0,0,1207.1651431296425,88.95006417712254,1107.1055118278366,115766.29048778485,7587.234282567935,3255.103167532196,1287.6223818871497,149447.98957932479,117053.9129,115766.29048778485,21498.09755
06/01/2026 (13:00:00 - 13:59:59),0,20,225,245,33,38,130.69271392393685,28.38143299912773,0,0,100,0,68805.51892707538,305.80230634255724,0,0,0,0,0,0,0,0,0,0,5,0,258,283,0,0,84,15,0,0,0,954.3356105219138,55.016427665274335,892.8356475561889,74859.51392140432,4595.199551727548,1672.752107516261,1269.8938504763205,202596.98955193802,76129.40777188064,74859.51392140432,9273.602676
06/01/2026 (14:00:00 - 14:59:59),0,12,239,251,29,31,107.24516364248956,28.25688976,0,0,100,0,77593.16149494697,324.65757947676553,0,0,0,0,0,0,0,0,0,0,2,0,268,282,0,0,85,10,0,0,0,813.9568341977536,90.28971960428152,715.6295275981271,84394.9657,4880.820913971772,2154.073314752459,955.4532184201197,190190.98727103282,85350.41891922633,84394.9657,12458.593809740856
06/01/2026 (15:00:00 - 15:59:59),0,19,190,209,30,33,80.36004889250977,25.080406997011284,0,0,100,0,35190.23416966709,185.21175878772152,0,0,0,0,0,0,0,0,0,0,3,0,220,242,0,0,90,16,0,0,0,583.9049312432496,196.19605780502928,382.70924784213275,44295.261925845676,8155.098892921969,1099.917631139244,1099.2128808039504,223207.59826419986,45394.474806649625,44295.261925845676,19397.926929150537
06/01/2026 (16:00:00 - 16:59:59),0,20,187,207,38,44,92.31089827237211,20.77230707183333,0,0,100,0,48620.96727271974,260.0051726,0,0,0,0,0,0,0,0,0,0,6,0,225,251,0,0,92,13,0,0,0,804.5191658432734,36.681508944667854,762.3756984720027,52109.08574008011,2466.732241585628,1228.940645985651,1050.3059422953402,216546.45747081272,53159.39168237545,52109.08574008011,18294.150846811834
06/01/2026 (17:00:00 - 17:59:59),0,17,166,183,21,25,59.444211485394625,17.156020084018863,0,0,100,0,31178.898084490313,187.82468725596573,0,0,0,0,0,0,0,0,0,0,4,0,187,208,0,0,93,14,0,0,0,645.0908103077675,112.57228326004845,522.4195018061605,37415.31380812632,4559.977533537291,1888.5177201714462,717.9691802140115,235147.70720375312,38133.28298834033,37415.31380812632,14719.00980790654
06/01/2026 (18:00:00 - 18:59:59),0,4,123,127,17,18,62.777027895597534,13.061230780662124,0,0,100,0,29506.71634024445,239.89200276621503,0,0,0,0,0,0,0,0,0,0,1,0,140,145,0,0,69,3,0,0,0,559.8260854808269,25.079432081744212,527.3483016753387,31437.71533395531,1021.0017316903537,1035.7692413241593,507.4399975580286,238266.21219330083,31945.15533151334,31437.71533395531,17788.632475185816
06/01/2026 (19:00:00 - 19:59:59),0,3,106,109,9,14,32.56581699931037,8.410642477050134,0,0,100,0,35533.80738917453,335.2245980110805,0,0,0,0,0,0,0,0,0,0,5,0,115,123,0,0,78,2,0,0,0,1320.5816447549144,94.08253709097772,1218.5179621483253,39173.613102467396,2793.8042886380526,917.8317342953076,474.7230652125954,231270.8041351037,39648.33616767999,39173.613102467396,17080.85969721631
06/01/2026 (20:00:00 - 20:59:59),0,3,66,69,10,10,32.08498245045231,7.088260304594127,0,0,100,0,17547.99157359978,265.87866020605725,0,0,0,0,0,0,0,0,0,0,0,0,76,79,0,0,56,1,0,0,0,1034.7333438291716,224.76970673478138,802.2057747331305,22033.12760408993,3973.1171146469947,589.5975394557557,395.65093615173396,252653.35124995245,22428.778540241663,22033.12760408993,12917.870209805898
06/01/2026 (21:00:00 - 21:59:59),0,3,61,64,12,12,37.87331166870273,8.855302613489798,0,0,100,0,22770.66119008351,373.2895277,0,0,0,0,0,0,0,0,0,0,0,0,73,76,0,0,42,1,0,0,0,1477.3718609166388,99.38448187086209,1372.3119895784369,24567.182364790893,1450.3224171996576,414.3034311,233.32720170754092,245334.11014728434,24800.509566498433,24567.182364790893,17865.380286217194
06/01/2026 (22:00:00 - 22:59:59),0,0,51,51,6,7,19.90414626858602,5.829934452203504,0,0,100,0,7361.786030715852,144.34874570031081,0,0,0,0,0,0,0,0,0,0,1,0,57,58,0,0,45,0,0,0,0,473.7741153868286,115.28576048159651,350.0317739100023,9096.196843916206,1303.125182443638,482.02511672809635,157.7778675825946,265955.33962904674,9253.974711,9096.196843916206,12790.685659454417
06/01/2026 (23:00:00 - 23:59:59),0,0,44,44,3,4,29.23765599125085,6.061525461305991,0,0,100,0,12423.652660048563,282.35574227383097,0,0,0,0,0,0,0,0,0,0,1,0,47,48,0,0,35,0,0,0,0,1141.6195244419696,101.28080851638077,1032.7951820587482,14472.526001173013,1716.9578509834648,354.54609174150727,189.52571867138536,261106.93355532977,14662.05172,14472.526001173013,12231.01472482583
07/01/2026 (00:00:00 - 00:59:59),0,1,32,33,7,7,32.33795086651625,5.552969775424874,0,0,100,0,10038.14555,313.6920485400406,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,0,28,1,0,0,0,1137.044557861595,231.30825445856465,899.8419998610087,12146.156005574516,1919.3927389485295,229.87783813883817,100.52537835414854,254838.77081816227,12246.681383928664,12146.156005574516,20914.547797909025
07/01/2026 (01:00:00 - 01:59:59),0,1,40,41,4,4,13.73252552992843,2.7923744683017633,0,0,100,0,8394.084632891514,209.85211582228783,0,0,0,0,0,0,0,0,0,0,0,0,44,45,0,0,38,1,0,0,0,562.6143003333954,70.18970375906913,489.7321190884846,9572.249367400726,1070.4656350755472,118.46900937703155,122.34209435901136,269399.1125,9694.591461759737,9572.249367400726,8906.295999
07/01/2026 (02:00:00 - 02:59:59),0,0,33,33,5,6,39.76950389870182,8.574897699,0,0,100,0,5003.834353947695,151.63134405902105,0,0,0,0,0,0,0,0,0,0,1,0,38,39,0,0,25,0,0,0,0,689.3843538930822,152.12044688688187,532.0159377642821,6238.795771934935,1061.7784330039337,199.42283119289803,134.54124059047615,269367.6209783412,6373.337012525411,6238.795771934935,12259.04200913338
07/01/2026 (03:00:00 - 03:59:59),0,2,36,38,4,4,18.95364282189488,5.801797682198232,0,0,100,0,5228.370653,145.23251814067612,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0,0,30,0,0,0,0,666.7549799,131.16778402751527,529.6509230631872,6447.000804104164,1004.9243302020051,237.45091204202066,108.72414578109546,267077.4224285641,6555.724949885259,6447.000804104164,14366.852621550617
07/01/2026 (04:00:00 - 04:59:59),0,1,29,30,8,8,31.71272625415975,5.402196971894159,0,0,100,0,10325.951601868726,356.0672966,0,0,0,0,0,0,0,0,0,0,0,0,37,38,0,0,23,1,0,0,0,1186.610492,52.783485272758476,1127.9199972507536,11078.931672859968,581.6767843944538,218.55936565796983,139.93986822122355,261888.49135315168,11218.871541081191,11078.931672859968,14892.637105767135
07/01/2026 (05:00:00 - 05:59:59),0,1,61,62,6,8,37.525729883696584,7.351300083558818,0,0,100,0,16106.62802,264.04308237203117,0,0,0,0,0,0,0,0,0,0,2,0,67,70,0,0,50,1,0,0,0,1096.3100198692339,160.6185710930897,918.6227994449664,19946.385994960532,2798.5703610647874,1143.5995051889097,346.48602669030646,246142.7556128077,20292.872021650837,19946.385994960532,21564.372365541472
07/01/2026 (06:00:00 - 06:59:59),0,4,71,75,6,6,49.24113583031748,9.164953967900741,0,0,100,0,16427.786598571347,231.37727603621616,0,0,0,0,0,0,0,0,0,0,0,0,77,81,0,0,53,3,0,0,0,760.9599428990807,132.41394308527438,621.7690058149221,19085.115023641636,2176.161851149511,521.8285379140834,413.1322792306785,255231.31508204777,19498.247302872314,19085.115023641636,13270.437615079922
07/01/2026 (07:00:00 - 07:59:59),0,3,71,74,12,13,20.720591826553537,5.928234686091916,0,0,100,0,8728.459495,122.93604922472802,0,0,0,0,0,0,0,0,0,0,1,0,83,87,0,0,61,1,0,0,0,463.2165883482263,77.88923856487533,377.66534475855286,10591.870242284447,1319.4083905680886,635.9464170582457,309.4635645235867,265209.7742325791,10901.333806808034,10591.870242284447,11888.891960612831
07/01/2026 (08:00:00 - 08:59:59),0,13,147,160,25,26,97.24006865199179,16.668992200733477,0,0,100,0,30813.729018746013,209.61720420915654,0,0,0,0,0,0,0,0,0,0,1,0,172,186,0,0,89,8,0,0,0,741.5940892972455,92.91119855,639.9996206072816,35425.436849384365,3335.2671194578684,1493.5224647826071,638.1650945377042,230279.11091105972,36063.60194392207,35425.436849384365,21657.28714501822
07/01/2026 (09:00:00 - 09:59:59),0,8,141,149,29,33,70.30290202,18.045402410961078,0,0,100,0,25923.898069932737,183.85743312009032,0,0,0,0,0,0,0,0,0,0,4,0,170,182,0,0,83,5,0,0,0,544.7777064,58.23164569073951,475.2008882903173,30524.024944349574,3000.4575633066593,1928.679311267592,764.5249092402889,235703.01104837458,31288.549853589862,30524.024944349574,21008.439098035557
07/01/2026 (10:00:00 - 10:59:59),0,8,150,158,31,33,82.04839738179952,16.447624401746353,0,0,100,0,32083.378923331282,213.88919282220854,0,0,0,0,0,0,0,0,0,0,2,0,181,191,0,0,87,6,0,0,0,511.72614434346804,47.59809835021523,460.63776674923565,35978.08970600762,3371.1688960737624,631.7405431671057,761.0638474922246,229109.40985759968,36739.15355349984,35978.08970600762,22151.436588900473
07/01/2026 (11:00:00 - 11:59:59),0,28,235,263,37,42,227.71269029028534,38.788620819550616,0,0,100,0,71860.89617,305.7910475505187,0,0,0,0,0,0,0,0,0,0,5,0,272,305,0,0,74,23,0,0,0,1230.301289510715,68.70386669450846,1157.7185110178561,78032.44499250811,5260.004545523875,1055.0640091512964,910.7623461906554,196607.66722966701,78943.20733869878,78032.44499250811,12449.12543163421
07/01/2026 (12:00:00 - 12:59:59),0,29,230,259,37,38,155.9786459307989,35.647082430952636,0,0,100,0,54614.24998231103,237.45326079265664,0,0,0,0,0,0,0,0,0,0,1,0,267,297,0,0,78,19,0,0,0,793.5624044141272,67.71554777505865,717.0973458155428,64178.60246135658,7551.964989634619,2336.1193898813804,881.3421146117664,213824.95398708043,65059.94457596835,64178.60246135658,9115.101436951214
07/01/2026 (13:00:00 - 13:59:59),0,30,221,251,38,44,181.59534739580786,31.96943612874042,0,0,100,0,51582.39876,233.40451928740407,0,0,0,0,0,0,0,0,0,0,6,0,259,295,0,0,84,25,0,0,0,700.8310579107637,134.10438139736453,556.8518146946227,61040.181409859244,7275.438185393372,2557.5892110630734,687.8393596701859,209755.58417247032,61728.02076952943,61040.181409859244,16516.395058000257
07/01/2026 (14:00:00 - 14:59:59),0,14,203,217,45,49,131.41312935025854,24.821545856436522,0,0,100,0,40489.65708781504,199.4564388562317,0,0,0,0,0,0,0,0,0,0,4,0,248,266,0,0,87,10,0,0,0,507.15147038317355,48.51526289,453.56963746718355,45848.92158609626,4330.750783946486,1256.5093652956416,1014.7475315181969,229792.0166001962,46863.66911761445,45848.92158609626,11344.314282189356
07/01/2026 (15:00:00 - 15:59:59),0,21,191,212,28,28,134.61009732296958,22.725812166289423,0,0,100,0,32856.60898450797,172.02413080894223,0,0,0,0,0,0,0,0,0,0,0,0,219,240,0,0,83,17,0,0,0,592.3712186476901,88.50905549,499.9494529863145,39992.46945344034,6388.532826729016,856.8835269242633,646.0271410603356,235371.91496996462,40638.49659450068,39992.46945344034,11989.588435534699
07/01/2026 (16:00:00 - 16:59:59),0,16,208,224,27,29,97.77991369005306,25.451702001318232,0,0,100,0,52139.75039706425,250.67187690896273,0,0,0,0,0,0,0,0,0,0,2,0,235,253,0,0,94,13,0,0,0,747.8814884138242,139.2273752079588,602.8833401,62088.01513355038,8747.943925358277,1356.131685649263,1080.6568791918742,213216.7389402279,63168.67201274226,62088.01513355038,11614.589047029842
07/01/2026 (17:00:00 - 17:59:59),0,16,149,165,20,21,48.745564283622066,14.05160847084435,0,0,100,0,68971.95677257825,462.89903874213593,0,0,0,0,0,0,0,0,0,0,1,0,169,186,0,0,97,14,0,0,0,1297.7868583180943,119.2274221275406,1170.6975780762814,75418.94219047668,5275.568558871858,1328.6540213120147,774.7773905723132,200228.4428209839,76193.71958,75418.94219047668,11577.837597967107
07/01/2026 (18:00:00 - 18:59:59),0,8,125,133,18,20,37.555186196664536,11.594519941499009,0,0,100,0,25679.975447519882,205.43980358015907,0,0,0,0,0,0,0,0,0,0,2,0,143,153,0,0,91,5,0,0,0,749.7665043685728,109.41647605343718,636.4245951644166,29063.169703811498,2892.515112451746,561.3369406,690.9056233316322,243423.4648,29754.07532714313,29063.169703811498,14822.459909999858
07/01/2026 (19:00:00 - 19:59:59),0,9,131,140,23,23,63.16698002636408,18.647369022116347,0,0,100,0,61919.83717227455,472.6705127654546,0,0,0,0,0,0,0,0,0,0,0,0,154,163,0,0,73,6,0,0,0,1317.2095888521476,160.2926815272006,1151.1694436917567,69407.16503,6734.410120048804,885.1093995113229,451.06302509370283,198550.78226893555,69858.22805336499,69407.16503,19590.98967769945
07/01/2026 (20:00:00 - 20:59:59),0,3,68,71,13,14,29.23515485446844,9.23856616,0,0,100,0,21872.387932058882,321.65276370674826,0,0,0,0,0,0,0,0,0,0,1,0,81,85,0,0,52,2,0,0,0,830.0018487257678,65.24924895913865,756.7753729736853,23724.697661371072,1309.8583073920108,646.1553702284489,307.6564180609498,252631.22632134694,24032.35407943202,23724.697661371072,11336.41959922102
07/01/2026 (21:00:00 - 21:59:59),0,4,50,54,5,9,16.279374722301107,2.9749849940944295,0,0,100,0,14193.55391,283.8710782,0,0,0,0,0,0,0,0,0,0,4,0,55,63,0,0,43,4,0,0,0,785.4527592032622,64.57762911475929,717.0081678063683,15742.17630969941,1355.274285465377,212.68292551740345,219.21955794776898,252464.6024821609,15961.395867647178,15742.17630969941,19574.001650191894
07/01/2026 (22:00:00 - 22:59:59),0,3,49,52,13,14,29.34550085,5.480698391287574,0,0,100,0,6897.570184046326,140.76673844992501,0,0,0,0,0,0,0,0,0,0,1,0,62,66,0,0,42,2,0,0,0,408.15195279024323,68.69892147789429,331.67512468621044,8286.865547021389,1008.1779382942734,482.23021082058995,264.9859584012072,259584.82741479157,8551.851505422595,8286.865547021389,19863.321079785826
07/01/2026 (23:00:00 - 23:59:59),0,1,29,30,4,5,19.08245092805086,3.9316181985677714,0,0,100,0,3663.3813293762114,126.32349411642109,0,0,0,0,0,0,0,0,0,0,1,0,33,35,0,0,23,1,0,0,0,582.6962786512545,105.29094838029496,470.1094087001795,4728.891570820786,853.9285158919548,240.76541183573963,119.93375630341468,262383.6657219272,4848.825327124201,4728.891570820786,20767.508950948602
08/01/2026 (00:00:00 - 00:59:59),0,0,38,38,9,9,37.57223056920451,7.254316072285975,0,0,100,0,5490.381816118623,144.48373200312164,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,30,0,0,0,0,394.3847454791207,71.92854324996595,316.18915546475876,6625.909338651816,897.3797454861467,294.55119792661054,167.28784676433398,259050.51872262915,6793.197185,6625.909338651816,22156.28409195473
08/01/2026 (01:00:00 - 01:59:59),0,1,35,36,5,5,20.72407885116192,4.755423104336096,0,0,100,0,4660.516169738512,133.15760484967177,0,0,0,0,0,0,0,0,0,0,0,0,40,41,0,0,32,1,0,0,0,526.4639163323264,59.379774953466175,462.6228448086242,5581.814495101558,765.1529454047812,178.45186280944478,119.07194369525207,262273.18222315924,5700.886438796811,5581.814495101558,20025.93133804397
08/01/2026 (02:00:00 - 02:59:59),0,1,44,45,9,9,16.202857785189334,4.310243033853869,0,0,100,0,5676.080771806608,129.00183572287744,0,0,0,0,0,0,0,0,0,0,0,0,53,54,0,0,41,1,0,0,0,431.3176047077494,70.57196503,356.0492390854371,6780.499855968332,897.7774582815082,248.9092311738982,219.39294809333748,258935.8512680864,6999.892804061669,6780.499855968332,22064.25592785195
08/01/2026 (03:00:00 - 03:59:59),0,0,51,51,5,5,9.482501049511342,2.9838711538819385,0,0,100,0,13118.629965376203,257.2280385367883,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,47,0,0,0,0,734.9784142,92.26417115706266,633.0382015367848,14811.237387598007,1199.1293059989641,541.8583236956674,219.66734707622456,258602.0827,15030.904734674232,14811.237387598007,14367.012565967743
08/01/2026 (04:00:00 - 04:59:59),0,0,34,34,7,7,32.581061220617435,5.520002655585695,0,0,100,0,4256.114282691183,125.17983184385831,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,33,0,0,0,0,556.0554480369877,138.62630051990573,408.5344566592205,5627.614759329045,1069.080987470569,364.68232517232406,177.95174841961614,271601.2018590628,5805.566507748661,5627.614759329045,10593.23163318847
08/01/2026 (05:00:00 - 05:59:59),0,1,51,52,8,11,13.914641604992145,4.597284138371405,0,0,100,0,22202.78887413381,435.3488014536041,0,0,0,0,0,0,0,0,0,0,3,0,59,63,0,0,46,0,0,0,0,1104.9383196159147,68.79114890347053,1030.5123263396385,23900.89465828407,1410.7287211371743,332.45581799553196,291.17009537033465,246559.57593992152,24192.064753654402,23900.89465828407,17248.359306424063
08/01/2026 (06:00:00 - 06:59:59),0,5,82,87,8,8,99.75615307942009,17.123089505850167,0,0,100,0,34939.06704399937,426.08618346340694,0,0,0,0,0,0,0,0,0,0,0,0,90,95,0,0,56,4,0,0,0,1558.4587089883416,47.03118454218927,1503.1248788606501,36419.073340397306,799.1893583867576,747.2381026951991,387.54915035068933,236920.84090427027,36806.62249,36419.073340397306,14272.536604981731
08/01/2026 (07:00:00 - 07:59:59),0,4,64,68,10,11,36.773819214681495,7.098301822480868,0,0,100,0,10768.028250480958,168.25044141376497,0,0,0,0,0,0,0,0,0,0,1,0,74,79,0,0,53,3,0,0,0,638.9406310725474,79.28440225169142,550.8622392911176,13700.551324748421,2369.7077443642092,650.7552252,329.93684848168334,251077.8481541862,14030.488173230106,13700.551324748421,22891.66367
08/01/2026 (08:00:00 - 08:59:59),0,8,140,148,24,29,75.58784437533599,13.361408267294014,0,0,100,0,16243.495569017814,116.02496835012724,0,0,0,0,0,0,0,0,0,0,5,0,164,177,0,0,87,6,0,0,0,309.5962796931519,46.037796320057126,254.76332786732252,20470.377173199562,2995.5598333736316,1442.4055029466542,698.4604182081104,255105.10370597898,21168.83759140767,20470.377173199562,11726.058702613384
08/01/2026 (09:00:00 - 09:59:59),0,13,146,159,23,25,81.47459298153554,16.556463751660896,0,0,100,0,30164.804133184352,206.60824748756406,0,0,0,0,0,0,0,0,0,0,2,0,169,184,0,0,93,12,0,0,0,574.9396034871559,68.33353209653153,501.1486394428595,35761.265042442705,4799.675844884686,922.3059991722523,633.5410663950619,238957.6968,36394.806108837765,35761.265042442705,12647.49713202224
08/01/2026 (10:00:00 - 10:59:59),0,15,140,155,25,33,75.31120513973069,16.063954812484333,0,0,100,0,36499.01543022046,260.7072530730033,0,0,0,0,0,0,0,0,0,0,8,0,165,188,0,0,72,9,0,0,0,1123.7373425311162,88.24658843575574,1029.1469137754211,40647.95908165361,3260.806006641645,1046.7336527899836,604.0135764902676,227113.09488213726,41251.97265814387,40647.95908165361,19634.932459718857
08/01/2026 (11:00:00 - 11:59:59),0,13,203,216,37,43,97.04540024544389,21.336790198512105,0,0,100,0,42773.94026042921,210.7090653223114,0,0,0,0,0,0,0,0,0,0,6,0,240,259,0,0,107,12,0,0,0,812.1226994478221,49.132140849830606,750.8459536870971,49715.31632604952,4476.0212687087405,2914.7051786146594,992.8294187,221982.7291423574,50708.14574473361,49715.31632604952,15309.125112909009
08/01/2026 (12:00:00 - 12:59:59),0,24,215,239,43,48,127.21803816570245,40.687830209185755,0,0,100,0,82556.22761657063,383.98245403056103,0,0,0,0,0,0,0,0,0,0,5,0,258,287,0,0,50,16,0,0,0,1342.1825284483493,157.4464270822276,1177.2442875554837,94534.36701,10367.399420718093,1932.8879631446318,901.7380057896394,181456.49942364602,95436.10501236554,94534.36701,11107.395563988413
08/01/2026 (13:00:00 - 13:59:59),0,29,233,262,32,35,171.61372424905218,34.80291052400535,0,0,100,0,39776.39019224291,170.71412099675067,0,0,0,0,0,0,0,0,0,0,3,0,265,297,0,0,85,24,0,0,0,536.5129218963641,136.91607997620363,392.2532563649863,55522.77388575311,14035.328259154612,1946.0501721211658,913.7874058903866,208876.44723961627,56436.56129164349,55522.77388575311,22686.991468740256
08/01/2026 (14:00:00 - 14:59:59),0,21,215,236,33,35,143.7489522130257,27.33376941825525,0,0,100,0,31063.033267620365,144.47922450055984,0,0,0,0,0,0,0,0,0,0,2,0,248,271,0,0,84,17,0,0,0,570.9977844740516,65.96003693574308,496.62970485904333,36161.904046308126,3291.141603,2085.194584457765,1049.1247459254923,239193.0680972606,37211.02879223362,36161.904046308126,11595.90311050579
08/01/2026 (15:00:00 - 15:59:59),0,25,207,232,33,35,186.8271362971616,32.179438409577074,0,0,100,0,67813.82148696939,327.6030023525091,0,0,0,0,0,0,0,0,0,0,2,0,240,267,0,0,66,23,0,0,0,1353.1323530732438,89.61250297382179,1257.3014934488326,74239.75186271309,5138.730549071681,1492.4055961414751,974.0353135510759,198953.54662125406,75213.78717626417,74239.75186271309,13832.666202481776
08/01/2026 (16:00:00 - 16:59:59),0,24,222,246,33,37,139.0665784142716,29.282068254774206,0,0,100,0,66789.95922513878,300.8556721853098,0,0,0,0,0,0,0,0,0,0,4,0,255,283,0,0,92,19,0,0,0,890.8370955093225,38.57045999111471,848.6113550608719,71137.08862306165,3535.6571363942994,932.0965166206473,1194.628872587186,199933.92196215797,72331.71749564883,71137.08862306165,15734.36054219319
08/01/2026 (17:00:00 - 17:59:59),0,11,157,168,22,26,64.17420771845528,17.38985057294873,0,0,100,0,40985.67390699363,261.05524781524605,0,0,0,0,0,0,0,0,0,0,4,0,179,194,0,0,84,7,0,0,0,1082.2000568211663,49.944862969689545,1026.4578133814734,44791.46638867994,2895.6037478957687,1037.731104,476.97252062666263,223661.75361737015,45268.43891,44791.46638867994,19069.807473323235
08/01/2026 (18:00:00 - 18:59:59),0,6,102,108,15,15,49.48153735563755,8.355577251104258,0,0,100,0,15284.986038096693,149.85280429506562,0,0,0,0,0,0,0,0,0,0,0,0,117,123,0,0,81,3,0,0,0,707.2803012999271,137.4567735676993,561.9409430089668,20205.93494332308,4116.925263453758,922.2624126215413,604.1449221642423,246974.18899108964,20810.07986548732,20205.93494332308,20215.731143423065
08/01/2026 (19:00:00 - 19:59:59),0,7,102,109,22,24,47.992790773146616,11.248674087602755,0,0,100,0,25011.03372466748,245.20621298693607,0,0,0,0,0,0,0,0,0,0,2,0,124,133,0,0,71,6,0,0,0,981.7912691735429,263.0621621884853,712.2156410664214,32165.742345557654,6490.335097189291,807.6697739108781,510.76471648909654,246208.58193721826,32676.50706204675,32165.742345557654,9114.911000734981
08/01/2026 (20:00:00 - 20:59:59),0,3,71,74,13,15,62.055969533719825,12.33594447642375,0,0,100,0,11390.846429758001,160.43445675715495,0,0,0,0,0,0,0,0,0,0,2,0,84,89,0,0,47,2,0,0,0,660.6907676292967,118.87852794307037,533.0451136396943,13753.119212708742,1739.806833646963,736.4385879,424.53881644417186,256649.1298351049,14177.658029152914,13753.119212708742,17173.212135742207
08/01/2026 (21:00:00 - 21:59:59),0,1,43,44,7,7,23.34591417,6.284148252588089,0,0,100,0,13582.036967848038,315.8613248336753,0,0,0,0,0,0,0,0,0,0,0,0,50,51,0,0,37,1,0,0,0,860.1672902695587,104.07934876111682,741.6448342969733,15109.298352289374,906.2077743,722.1553605734318,134.67795651340916,256067.3478532653,15243.976308802783,15109.298352289374,16688.675837931914
08/01/2026 (22:00:00 - 22:59:59),0,3,44,47,6,6,32.76194671,6.705806885660449,0,0,100,0,7286.252251330127,165.5966420756847,0,0,0,0,0,0,0,0,0,0,0,0,50,53,0,0,35,3,0,0,0,567.0819504425525,46.06366391465126,512.6988819288498,8423.741903952505,771.4358502641095,415.9702299525759,168.07912918797706,270709.65007338405,8591.821033140483,8423.741903952505,8698.528893475477
08/01/2026 (23:00:00 - 23:59:59),0,1,38,39,2,3,30.695589524900726,7.241212361009513,0,0,100,0,15711.868612823415,413.4702266532478,0,0,0,0,0,0,0,0,0,0,1,0,40,42,0,0,27,1,0,0,0,1356.1751564745402,114.5561352750241,1237.6217210031894,16763.751235404277,899.9852151204516,159.8920078530664,137.74663805226513,251143.36187300953,16901.49787345654,16763.751235404277,19955.140253533886
09/01/2026 (00:00:00 - 00:59:59),0,0,35,35,2,2,25.036775413469936,4.341647678060812,0,0,100,0,5531.970515,158.05630041948885,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,31,0,0,0,0,474.53513963260264,23.123008208741282,444.8323263553585,6122.314944118006,360.05125203829607,243.45278753460607,144.5210026266543,265929.32166365755,6266.835947,6122.314944118006,15803.842389597761
09/01/2026 (01:00:00 - 01:59:59),0,2,23,25,2,3,21.127646343322894,4.044915137,0,0,100,0,3833.9528513736896,166.69360223363867,0,0,0,0,0,0,0,0,0,0,1,0,25,28,0,0,17,2,0,0,0,684.7311932793705,77.53375157,603.5642299176303,4309.9336367547485,392.4169142576767,90.83029469932823,135.35558676049067,268532.5522,4445.289223515239,4309.9336367547485,15022.158580595726
